Utility,Contaminant_Factor,Zip,county_FIPS
Port Orford City of,752,97406,41015
Rainbow Rock Service Association,541,97406,41015
Rainbow Rock Village Mobile Home Park,712,97406,41015
Saunders Creek Hoc,4,97406,41015
Canyonville City of,693,97410,41019
City of Roseburg,605,97410,41019
Clarks Branch Water Association,671,97410,41019
Drain City of,500,97410,41019
Elkton City of,491,97410,41019
Fortune Branch Mobile Village,9,97410,41019
Glendale City of,799,97410,41019
Glide Water Association,177,97410,41019
Lawson Acres Water Association,1212,97410,41019
Milo Academy,545,97410,41019
Myrtle Creek City of,467,97410,41019
Oakland City of,144,97410,41019
Porter Creek Mobile Home Park,1,97410,41019
Pp&l-toketee Village,83,97410,41019
Reedsport City of,360,97410,41019
Riddle City of,536,97410,41019
Roberts Creek Water District,724,97410,41019
South Umpqua Water Association,565,97410,41019
Sutherlin City of,350,97410,41019
Tri-city Jw&sa,434,97410,41019
Umpqua Basin Water Association,834,97410,41019
Umpqua Ranch Co-op,266,97410,41019
Winston-dillard Water District,680,97410,41019
Yoncalla City of,352,97410,41019
Bandon City of,349,97411,41011
Bridge Water District,89,97411,41011
Coos Bay North Bend Water Board,734,97411,41011
Coquille City of,936,97411,41011
Dean Minard Water District,1048,97411,41011
Garden Valley Water Association,675,97411,41011
Myrtle Point City of,503,97411,41011
North Bayside Estates-north,4361,97411,41011
Powers City of,283,97411,41011
Rink Creek Water District,1189,97411,41011
Sand-n-wood Mobile Villa,73,97411,41011
Shelley Road-crest Acres Water District,956,97411,41011
Weiss Estates Water System,1184,97411,41011
City of Grants Pass,1392,97497,41033
Cave Junction City of,311,97497,41033
Rogue Lea Estates-north/south,2,97497,41033
Willow Estates Mobile Home Park,9,97497,41033
Medford Water Commission,224,97501,41029
Ashland Water Department,59,97501,41029
City of Central Point,300,97501,41029
Eagle Point City of,470,97501,41029
Talent City of,146,97501,41029
Phoenix City of,34,97501,41029
Jacksonville City of,181,97501,41029
Rogue River City of,937,97501,41029
Gold Hill City of,450,97501,41029
Bley-was Heights Water System,2,97601,41035
Bly Water District,8,97601,41035
Chiloquin Municipal Water Department,540,97601,41035
Collier Lane Homeowners Association,1189,97601,41035
Falcon Heights,7,97601,41035
Gilchrist Water System LLC,0,97601,41035
Keno Water Co. Inc.,171,97601,41035
Klamath Falls Water Department,1581,97601,41035
Malin Municipal Water,2321,97601,41035
Merrill Water Department,5,97601,41035
Nps Annie Springs,38,97601,41035
Oregon Shores Beach Club Inc.,0,97601,41035
Oregon Shores Recreation Club,2,97601,41035
Pinecrest Water Company,3,97601,41035
Pristine Water Source LLC,265,97601,41035
Round Lake Water Utilities,436,97601,41035
Oregon Water Utilities - Mountain Lakes,369,97601,41035
Shield Crest Condos,1,97601,41035
Shield Crest Water Association,429,97601,41035
Skyline View District Improvement,7,97601,41035
Sprague River Water Association,1,97601,41035
Christmas Valley Domestic Ws,850,97620,41037
Lakeview City of,1208,97620,41037
Paisley City of,2585,97620,41037
California Pines Community Services District,2400,97635,6049
Cedarville County Water District,1167,97635,6049
City Of Alturas,102,97635,6049
Newell County Water District,2176,97635,6049
Bend Water Department,455,97701,41017
Redmond Water Department,79,97701,41017
Avion Water Company - Avion,1635,97701,41017
Prineville City of,145,97701,41017
Roats Water System,718,97701,41017
Agate Water System,1008,97701,41017
Sunriver Water LLC/sunriver Utilities,833,97701,41017
Sisters City of,399,97701,41017
La Pine City of,250,97701,41017
Terrebonne Domestic Water District,260,97702,41017
Burns Water Department,890,97710,41025
G H2o Inc.,23,97710,41025
Hines Water Department,1205,97710,41025
Crooked River Ranch Water Company,505,97711,41031
Deschutes Valley Water District,708,97711,41031
Madras City Of,1815,97711,41031
Fossil City of,32,97750,41069
Mitchell City Water,37,97750,41069
Spray City of,1175,97750,41069
Barnes Butte Homeowners Association,17,97751,41013
Cascade Pines Mobile Home Park,446,97751,41013
Dry Creek Airpark,712,97751,41013
Happy Hollow Water Company,1157,97751,41013
High Desert Estates,766,97751,41013
Idleway Improvement District,2184,97751,41013
Mcdougal Water System,14,97751,41013
Ochoco Valley Home Improvement District,6,97751,41013
Ochoco West Water & San Authority,649,97751,41013
Prineville Mobile Home Park,1259,97751,41013
Quail Valley Park Improvement District,1034,97751,41013
Shoun Crossroads,1347,97751,41013
Sunset Hills Domestic Water Association,10,97751,41013
Westridge Subdivision,15,97751,41013
City of Pendleton,796,97801,41059
City of Hermiston,1351,97801,41059
Milton-freewater City Of,8,97801,41059
Umatilla City of,121,97801,41059
Stanfield City of,103,97801,41059
Arlington City Water Supply,801,97812,41021
Condon Heights Ws,14,97812,41021
Condon City of,541,97812,41021
Baker City,518,97814,41001
City of La Grande,432,97814,41001
Cove City of,292,97814,41001
Elgin Water Department,192,97814,41001
Flying K Trailer Ranch,482,97814,41001
Haines City of,8,97814,41001
Halfway City of,1,97814,41001
Huntington City of,57,97814,41001
Idaho Power-oxbow Village,354,97814,41001
Imbler City of,0,97814,41001
North Powder City Of,779,97814,41001
Richland City of,384,97814,41001
Sumpter City of,640,97814,41001
Sundowner Mobile Home Park,320,97814,41001
Union City of,902,97814,41001
Unity City of,623,97814,41001
Dayville City of,421,97817,41023
John Day City of,272,97817,41023
Long Creek City Of,297,97817,41023
Monument City of,636,97817,41023
Mount Vernon City of,9,97817,41023
Prairie City,478,97817,41023
Sagedale Apartments,1419,97817,41023
Seneca City of,545,97817,41023
Boardman City of,549,97818,41049
Country Garden Estates Mobile Home Park,1926,97818,41049
Heppner City of,22,97818,41049
Ione City of,319,97818,41049
Irrigon City of,743,97818,41049
Lexington City Of,1,97818,41049
Enterprise City of,773,97828,41063
Joseph City of,445,97828,41063
Lostine City Of,37,97828,41063
Wallowa Lake County Service District,182,97828,41063
Wallowa City of,242,97828,41063
Adrian City of,5271,97901,41045
City of Ontario,1461,97901,41045
Fischers Place Mobile Home Park,2486,97901,41045
Jordan Valley City of,1107,97901,41045
Nyssa City of,3050,97901,41045
Bruneau Water and Sewer District,301,97910,41045
Grand View City Of,3126,97910,41045
Homedale City of,829,97910,41045
Hope House (owyhee),9,97910,41045
Marsing City of,408,97910,41045
Murphy Water System,1351,97910,41045
Highland Park,355,60002,17097
Gurnee,954,60002,17097
Mundelein,632,60002,17097
Great Lakes Naval Training Station,1389,60002,17097
Round Lake Beach,828,60002,17097
Libertyville,668,60002,17097
Grayslake,655,60002,17097
City of Chicago,865,60004,17031
Northwest Suburban Municipal Jawa,1162,60004,17031
Cicero,842,60004,17031
Schaumburg,1221,60004,17031
Arlington Heights,1149,60004,17031
Palatine,1236,60004,17031
Skokie,939,60004,17031
Des Plaines,1075,60004,17031
Glenview,1189,60004,17031
Du Page Water Commission,1039,60007,17031
Naperville,1225,60007,17031
Algonquin,1591,60012,17111
Cary,532,60012,17111
Crystal Lake,997,60012,17111
Aqua Illinois-eastwood Manor,349,60012,17111
Fox River Grove,560,60012,17111
Harbor Lites-pistakee Fshg Cl,50,60012,17111
Harvard,208,60012,17111
Huntley,311,60012,17111
Johnsburg 1,338,60012,17111
Johnsburg No.2,294,60012,17111
Lake In The Hills,951,60012,17111
Marengo,561,60012,17111
Mc Henry,801,60012,17111
Aqua Illinois-mchenry Shores,2682,60012,17111
Prairie Ridge Association,243,60012,17111
Royal Oaks Mobile Home Park,863,60012,17111
Valley Hi Nursing Home,418,60012,17111
Wonder Lake,898,60012,17111
Belvidere,315,60033,17111
Wheaton,1245,60101,17043
Downers Grove,2197,60101,17043
Elmhurst,1193,60101,17043
Carpentersville,941,60102,17111
Batavia,693,60102,17111
Cortland Corners Mobile Home Park,316,60111,17037
De Kalb,544,60111,17037
Dekalb University Development Corporation,342,60111,17037
Donny Brook Estates Subdivision,546,60111,17037
Genoa,529,60111,17037
Hinckley,1545,60111,17037
Northern Illinois University-dekalb,1835,60111,17037
Sandwich,624,60111,17037
Sandwich Estates Mobile Home Park,486,60111,17037
Shabbona,1125,60111,17037
Somonauk,549,60111,17037
Sycamore,16,60111,17037
Triangle Manufactured Home Community,463,60111,17037
Byron,7,60113,17141
Creston,740,60113,17141
Davis Junction,262,60113,17141
Forreston,445,60113,17141
Knolls Edge Subdivision,232,60113,17141
Leaf River,141,60113,17141
Lindenwood Water Association,68,60113,17141
Lost Lake Utility District,57,60113,17141
Meridian Mobile Home Park,146,60113,17141
Mount Morris,417,60113,17141
Mount Morris Estates Mobile Home Park,120,60113,17141
Aqua Illinois-nordic Woods,284,60113,17141
Polo,251,60113,17141
Rochelle,7,60113,17141
Rockvale Corporation,211,60113,17141
Rolling Green Estates Mobile Home Park,243,60113,17141
Stillman Valley,244,60113,17141
Aqua Illinois-woodlawn,1503,60113,17141
Aqua Illinois-candlewick Dvn,1327,60145,17037
Capron,140,60145,17037
Capron Mobile Home Park,922,60145,17037
Oak Lawn Mobile Home Park,4,60145,17037
Park Meadowland West Mobile Home Park,890,60145,17037
Poplar Grove,565,60145,17037
Poplar Grove South,418,60145,17037
Poplar Grove West-countryside,243,60145,17037
North Park PWD,503,60146,17037
Loves Park,647,60146,17037
Geneva,1573,60151,17089
South Elgin,707,60151,17089
Carol Stream,1781,60174,17089
Addison,1582,60174,17089
Joliet,58,60401,17197
Aqua Illinois - Kankakee,3363,60401,17197
Romeoville,646,60401,17197
New Lenox,2349,60401,17197
Frankfort,1128,60401,17197
Mokena,2947,60401,17197
Shorewood,148,60401,17197
Crest Hill,701,60401,17197
Morris,411,60407,17063
Bookwalter Woods Mobile Home Park,34,60420,17105
Braceville,478,60420,17105
Burt Estates Mobile Home Community,500,60420,17105
Carbon Hill,170,60420,17105
Chatsworth,928,60420,17105
Coal City,178,60420,17105
Cornell,220,60420,17105
Cullom,1037,60420,17105
Dwight,1447,60420,17105
Emington,870,60420,17105
Fairbury,741,60420,17105
Flanagan,548,60420,17105
Forrest,276,60420,17105
Hawthorn Estates Subdivision,129,60420,17105
Heatherfield Subdivision,96,60420,17105
Lisbon North Inc.,76,60420,17105
Minooka,288,60420,17105
Prairie Oaks Estates Homeowners Association,92,60420,17105
Ridgecrest North Subdivision,280,60420,17105
Shady Oaks Mobile Home Park,131,60420,17105
South Wilmington,541,60420,17105
Wm W Fox Development Center,1292,60420,17105
Momence,387,60424,17063
Peru,294,60437,17063
Marseilles,797,60437,17063
Fox Lawn Utilities Company Inc.,141,60450,17063
Morgan Creek,239,60450,17063
Storybook Highlands,0,60450,17063
Barberry Acres Mobile Home Park,34,60901,17091
Harvest Estates (formerly Bills Mhp),914,60901,17091
Buckingham,1047,60901,17091
Herscher,182,60901,17091
Hopkins Park,304,60901,17091
Lake Shannon,4495,60901,17091
Manteno Mobile Home Park,834,60901,17091
Pembroke Township,361,60901,17091
Reddick,185,60901,17091
Rivercrest Mobile Home Park,261,60901,17091
Skyview Sbdv,18,60901,17091
St. Anne,310,60901,17091
Sunny Acres Mobile Home Park,612,60901,17091
Windmill Estates,252,60901,17091
Presence Merkle Kniprath,175,60911,17075
Ashkum,1775,60911,17075
Bayles Lake Lot Owners Association,80,60911,17075
Beaverville,414,60911,17075
Buckley,376,60911,17075
Chebanse,373,60911,17075
Cissna Park,62,60911,17075
Danforth,1591,60911,17075
Donovan,745,60911,17075
Gilman,879,60911,17075
Iroquois Mobile Estates Inc.,34,60911,17075
Lake Iroquois Association,376,60911,17075
Loda,688,60911,17075
Martinton,348,60911,17075
Onarga,929,60911,17075
Prairieview Lutheran Home,1493,60911,17075
Sugar Creek Manufactured Home Community LLC,1071,60911,17075
Thawville,271,60911,17075
Watch E Kee Manufactured Home Community,0,60911,17075
Watseka,776,60911,17075
Paxton,1146,60917,17091
Gibson City,1326,60917,17091
Bloomington,2924,60919,17053
Illinois State University-normal,5449,60919,17053
Le Roy,2360,60919,17053
Cabery,102,60921,17105
Elliott,2206,60921,17105
Kempton,2454,60921,17105
Paxton Mobile Home Park Llc,1118,60921,17105
Piper City,77,60921,17105
Sibley,627,60921,17105
Stelle Community Association,137,60921,17105
Allerton,1069,60932,17183
Alvan,1652,60932,17183
Aqua Illinois-indianola,54,60932,17183
Aqua Illinois-Vermilion County,2214,60932,17183
Bismarck Community Water District,1586,60932,17183
Catlin,896,60932,17183
East Lynn Community Water System,1293,60932,17183
Fairmount,262,60932,17183
Fithian,415,60932,17183
Hoopeston,1908,60932,17183
Galena Territory -oakwood,1562,60932,17183
Olivet Public Water District,229,60932,17183
Sidell,258,60932,17183
Vermilion Grove Waterworks,124,60932,17183
Westville,1217,60932,17183
Mahomet,995,60936,17053
Sangamon Valley Public Water District,224,60936,17053
Tolono,1878,60949,17019
Apple River,103,61001,17085
East Dubuque,437,61001,17085
Elizabeth,351,61001,17085
Frentress Lake,1708,61001,17085
Mount Vernon Association Inc.,108,61001,17085
Scales Mound,244,61001,17085
Utilities Inc.-apple Canyon Utilities Company,1539,61001,17085
Wienen Estates,257,61001,17085
Cedarville,1257,61013,17177
Dakota,109,61013,17177
German Valley,292,61013,17177
Orangeville,138,61013,17177
Pearl City,163,61013,17177
Timber Ridge Mobile Estates,325,61013,17177
Winslow,64,61013,17177
Carroll Heights Utilities Company,465,61014,17015
Century Pines Apartments,790,61014,17015
Chadwick,114,61014,17015
Lanark,758,61014,17015
Milledgeville,1975,61014,17015
Morrison,183,61014,17015
Mount Carroll,121,61014,17015
Prophetstown,1939,61014,17015
Rock Falls,2561,61014,17015
Honeycutt Hill Mobile Home Park Llc,1081,61014,17015
Tampico,1862,61014,17015
Thomson,189,61014,17015
Balcitis Pump Corporation,64,61024,17201
Bill-mar Heights Mobile Home Park,151,61024,17201
Bradley Heights Subdivision,356,61024,17201
Clarks Mobile Home Park,304,61024,17201
Family Manufactured Home Community LLC,67,61024,17201
Green Meadow Estates Of Rockford Llc,556,61024,17201
Legend Lakes Water Association,368,61024,17201
Mancuso Village Park Mobile Home Park,105,61024,17201
Otter Creek Lake Utilities District,233,61024,17201
Pecatonica,219,61024,17201
Phil-aire Estates Mobile Home Park,84,61024,17201
Rainbow Lane Mobile Home Park,249,61024,17201
Aqua Illinois-sheridan Grove,200,61024,17201
Six Oaks Mobile Home Park,256,61024,17201
South Bluff Mobile Home Park,291,61024,17201
Amboy,1395,61042,17103
Ashton,174,61042,17103
Compton,3115,61042,17103
Dixon Correctional Center,796,61042,17103
Franklin Grove,378,61042,17103
Rock River Estates Mobile Home Park,65,61042,17103
Steward,2157,61042,17103
Sublette,1308,61042,17103
West Brooklyn,1679,61042,17103
East Moline,3198,61201,17161
Rock Island Arsenal Us Army,955,61201,17161
Silvis,177,61201,17161
Aledo,180,61231,17131
Forrest Brooke Mobile Home Park,53,61231,17131
Fyre Lake Water Company,43,61231,17131
Keithsburg,1212,61231,17131
M C L W System Inc.,28,61231,17131
Matherville,788,61231,17131
New Windsor,40,61231,17131
North Henderson,524,61231,17131
Seaton,230,61231,17131
Sherrard,52,61231,17131
Swedona Water Association,50,61231,17131
Viola,654,61231,17131
Kewanee,203,61233,17073
Geneseo,1212,61233,17073
Galva,617,61233,17073
Colona West,224,61233,17073
Colona East,514,61233,17073
Milan,293,61240,17161
Coal Valley,309,61240,17161
Silvis Heights Water Corporation,64,61259,17161
Cambridge,179,61262,17073
Atkinson,235,61262,17073
Arlington,47,61312,17011
Buda,407,61312,17011
Bureau Junction,50,61312,17011
Dalzell,828,61312,17011
De Pue,281,61312,17011
Hollowayville,1459,61312,17011
Lamoille,760,61312,17011
Ladd,1768,61312,17011
Malden,857,61312,17011
Manlius,1447,61312,17011
Maple Acres Mobile Home Park,3988,61312,17011
Neponset,107,61312,17011
Seatonville,1191,61312,17011
Sheffield,2504,61312,17011
Tiskilwa,2494,61312,17011
Van Orin Water Company,294,61312,17011
Wyanet,2395,61312,17011
Toulon,372,61314,17011
Caterpillar Trail Public Water District,19,61321,17099
Granville,110,61326,17155
Hennepin Public Water District,444,61326,17155
Lake Thunderbird Subdivsion,168,61326,17155
Mcnabb,2922,61326,17155
Oak Park Estates,110,61326,17155
Lacon,111,61334,17099
Autumn Ridge Estates,150,61369,17123
Camp Grove,1104,61369,17123
La Rose,1137,61369,17123
Sparland,113,61369,17123
Toluca,481,61369,17123
Utilities Inc.-lake Wildwood Utilities Corporation,487,61369,17123
